fid,iid,rep,alg_B8,alg_B16,alg_B24,alg_B32,alg_B40
9,2,3,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,4,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,5,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,6,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,7,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,8,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,9,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,10,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,11,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,12,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,13,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,14,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,15,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,16,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,17,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,18,BFGS,BFGS,BFGS,BFGS,BFGS
9,2,19,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,0,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,1,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,2,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,3,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,4,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,5,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,6,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,7,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,8,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,9,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,10,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,11,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,12,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,13,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,14,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,15,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,16,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,17,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,18,BFGS,BFGS,BFGS,BFGS,BFGS
9,3,19,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,0,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,1,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,2,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,3,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,4,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,5,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,6,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,7,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,8,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,9,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,10,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,11,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,12,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,13,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,14,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,15,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,16,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,17,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,18,BFGS,BFGS,BFGS,BFGS,BFGS
9,4,19,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,0,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,1,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,2,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,3,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,4,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,5,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,6,BFGS,Same,BFGS,BFGS,BFGS
9,5,7,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,8,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,9,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,10,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,11,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,12,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,13,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,14,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,15,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,16,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,17,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,18,BFGS,BFGS,BFGS,BFGS,BFGS
9,5,19,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,0,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,1,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,2,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,3,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,4,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,5,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,6,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,7,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,8,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,9,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,10,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,11,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,12,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,13,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,14,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,15,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,16,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,17,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,18,BFGS,BFGS,BFGS,BFGS,BFGS
10,1,19,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,0,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,1,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,2,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,3,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,4,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,5,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,6,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,7,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,8,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,9,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,10,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,11,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,12,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,13,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,14,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,15,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,16,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,17,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,18,BFGS,BFGS,BFGS,BFGS,BFGS
10,2,19,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,0,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,1,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,2,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,3,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,4,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,5,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,6,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,7,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,8,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,9,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,10,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,11,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,12,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,13,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,14,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,15,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,16,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,17,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,18,BFGS,BFGS,BFGS,BFGS,BFGS
10,3,19,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,0,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,1,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,2,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,3,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,4,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,5,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,6,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,7,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,8,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,9,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,10,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,11,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,12,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,13,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,14,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,15,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,16,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,17,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,18,BFGS,BFGS,BFGS,BFGS,BFGS
10,4,19,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,0,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,1,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,2,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,3,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,4,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,5,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,6,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,7,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,8,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,9,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,10,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,11,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,12,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,13,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,14,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,15,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,16,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,17,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,18,BFGS,BFGS,BFGS,BFGS,BFGS
10,5,19,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,0,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,1,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,2,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,3,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,4,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,5,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,6,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,7,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,8,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,9,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,10,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,11,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,12,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,13,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,14,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,15,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,16,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,17,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,18,BFGS,BFGS,BFGS,BFGS,BFGS
11,1,19,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,0,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,1,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,2,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,3,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,4,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,5,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,6,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,7,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,8,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,9,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,10,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,11,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,12,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,13,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,14,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,15,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,16,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,17,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,18,BFGS,BFGS,BFGS,BFGS,BFGS
11,2,19,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,0,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,1,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,2,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,3,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,4,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,5,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,6,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,7,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,8,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,9,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,10,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,11,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,12,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,13,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,14,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,15,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,16,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,17,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,18,BFGS,BFGS,BFGS,BFGS,BFGS
11,3,19,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,0,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,1,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,2,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,3,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,4,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,5,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,6,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,7,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,8,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,9,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,10,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,11,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,12,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,13,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,14,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,15,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,16,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,17,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,18,BFGS,BFGS,BFGS,BFGS,BFGS
11,4,19,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,0,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,1,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,2,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,3,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,4,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,5,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,6,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,7,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,8,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,9,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,10,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,11,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,12,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,13,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,14,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,15,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,16,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,17,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,18,BFGS,BFGS,BFGS,BFGS,BFGS
11,5,19,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,0,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,1,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,2,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,3,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,4,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,5,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,6,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,7,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,8,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,9,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,10,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,11,Non-elitist,BFGS,BFGS,BFGS,BFGS
12,1,12,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,13,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,14,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,15,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,16,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,17,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,18,BFGS,BFGS,BFGS,BFGS,BFGS
12,1,19,BFGS,BFGS,BFGS,BFGS,BFGS
12,2,0,Same,BFGS,BFGS,BFGS,BFGS
12,2,1,Same,BFGS,BFGS,BFGS,BFGS
12,2,2,BFGS,BFGS,BFGS,BFGS,BFGS
12,2,3,BFGS,BFGS,BFGS,BFGS,BFGS
12,2,4,Same,BFGS,BFGS,BFGS,BFGS
12,2,5,Non-elitist,BFGS,BFGS,BFGS,BFGS
12,2,6,Same,BFGS,BFGS,BFGS,BFGS
12,2,7,BFGS,BFGS,BFGS,BFGS,BFGS
12,2,8,BFGS,BFGS,BFGS,BFGS,BFGS
12,2,9,Same,BFGS,BFGS,BFGS,BFGS
12,2,10,Same,BFGS,BFGS,BFGS,BFGS
12,2,11,Same,BFGS,BFGS,BFGS,BFGS
12,2,12,Same,BFGS,BFGS,BFGS,BFGS
12,2,13,Same,BFGS,BFGS,BFGS,BFGS
12,2,14,BFGS,BFGS,BFGS,BFGS,BFGS
12,2,15,Non-elitist,BFGS,BFGS,BFGS,BFGS
12,2,16,Same,BFGS,BFGS,BFGS,BFGS
12,2,17,Same,BFGS,BFGS,BFGS,BFGS
12,2,18,Same,BFGS,BFGS,BFGS,BFGS
12,2,19,Non-elitist,BFGS,BFGS,BFGS,BFGS
12,3,0,BFGS,BFGS,BFGS,BFGS,BFGS
12,3,1,Same,BFGS,BFGS,BFGS,BFGS
12,3,2,BFGS,BFGS,BFGS,BFGS,BFGS
12,3,3,BFGS,BFGS,BFGS,BFGS,BFGS
12,3,4,BFGS,BFGS,BFGS,BFGS,BFGS
12,3,5,BFGS,BFGS,BFGS,BFGS,BFGS
12,3,6,Same,BFGS,BFGS,BFGS,BFGS
12,3,7,BFGS,BFGS,BFGS,BFGS,BFGS
12,3,8,BFGS,BFGS,BFGS,BFGS,BFGS
12,3,9,Non-elitist,BFGS,BFGS,BFGS,BFGS
12,3,10,Same,BFGS,BFGS,BFGS,BFGS
12,3,11,Non-elitist,BFGS,BFGS,BFGS,BFGS
12,3,12,Non-elitist,BFGS,BFGS,BFGS,BFGS
12,3,13,BFGS,BFGS,BFGS,BFGS,BFGS
12,3,14,BFGS,BFGS,BFGS,BFGS,BFGS
12,3,15,Non-elitist,BFGS,BFGS,BFGS,BFGS
12,3,16,BFGS,BFGS,BFGS,BFGS,BFGS
12,3,17,Non-elitist,BFGS,BFGS,BFGS,BFGS
12,3,18,BFGS,BFGS,BFGS,BFGS,BFGS
12,3,19,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,0,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,1,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,2,Same,BFGS,BFGS,BFGS,BFGS
12,4,3,Non-elitist,BFGS,BFGS,BFGS,BFGS
12,4,4,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,5,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,6,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,7,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,8,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,9,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,10,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,11,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,12,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,13,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,14,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,15,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,16,Same,BFGS,BFGS,BFGS,BFGS
12,4,17,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,18,BFGS,BFGS,BFGS,BFGS,BFGS
12,4,19,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,0,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,1,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,2,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,3,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,4,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,5,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,6,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,7,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,8,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,9,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,10,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,11,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,12,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,13,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,14,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,15,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,16,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,17,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,18,BFGS,BFGS,BFGS,BFGS,BFGS
12,5,19,BFGS,BFGS,BFGS,BFGS,BFGS
13,1,0,BFGS,Non-elitist,BFGS,BFGS,BFGS
13,1,1,BFGS,BFGS,BFGS,BFGS,BFGS
13,1,2,BFGS,BFGS,BFGS,BFGS,BFGS
13,1,3,BFGS,BFGS,BFGS,BFGS,BFGS
13,1,4,BFGS,BFGS,BFGS,BFGS,BFGS
13,1,5,BFGS,BFGS,BFGS,BFGS,BFGS
13,1,6,BFGS,BFGS,BFGS,BFGS,BFGS
13,1,7,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,1,8,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,1,9,BFGS,BFGS,BFGS,BFGS,BFGS
13,1,10,BFGS,BFGS,BFGS,BFGS,BFGS
13,1,11,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,1,12,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,1,13,BFGS,BFGS,BFGS,BFGS,BFGS
13,1,14,BFGS,BFGS,BFGS,BFGS,BFGS
13,1,15,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,1,16,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
13,1,17,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,1,18,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,1,19,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,2,0,BFGS,BFGS,BFGS,BFGS,BFGS
13,2,1,BFGS,BFGS,BFGS,BFGS,BFGS
13,2,2,BFGS,BFGS,BFGS,BFGS,BFGS
13,2,3,BFGS,Non-elitist,BFGS,BFGS,BFGS
13,2,4,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS
13,2,5,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,2,6,BFGS,BFGS,BFGS,BFGS,BFGS
13,2,7,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,2,8,Non-elitist,BFGS,BFGS,Non-elitist,BFGS
13,2,9,BFGS,BFGS,BFGS,BFGS,Non-elitist
13,2,10,BFGS,BFGS,BFGS,BFGS,BFGS
13,2,11,BFGS,BFGS,BFGS,Non-elitist,BFGS
13,2,12,BFGS,BFGS,BFGS,BFGS,BFGS
13,2,13,BFGS,BFGS,BFGS,BFGS,BFGS
13,2,14,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,2,15,BFGS,BFGS,BFGS,BFGS,BFGS
13,2,16,BFGS,Non-elitist,BFGS,Non-elitist,BFGS
13,2,17,BFGS,BFGS,Non-elitist,BFGS,BFGS
13,2,18,BFGS,Non-elitist,BFGS,BFGS,BFGS
13,2,19,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,3,0,BFGS,BFGS,BFGS,BFGS,BFGS
13,3,1,BFGS,BFGS,MLSL,MLSL,BFGS
13,3,2,BFGS,BFGS,BFGS,BFGS,BFGS
13,3,3,BFGS,BFGS,BFGS,BFGS,BFGS
13,3,4,BFGS,BFGS,BFGS,BFGS,BFGS
13,3,5,BFGS,BFGS,BFGS,BFGS,BFGS
13,3,6,BFGS,BFGS,Non-elitist,BFGS,BFGS
13,3,7,BFGS,BFGS,BFGS,BFGS,BFGS
13,3,8,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,3,9,BFGS,MLSL,MLSL,MLSL,BFGS
13,3,10,BFGS,BFGS,Non-elitist,Non-elitist,BFGS
13,3,11,BFGS,BFGS,BFGS,BFGS,BFGS
13,3,12,BFGS,BFGS,BFGS,BFGS,BFGS
13,3,13,BFGS,BFGS,BFGS,BFGS,BFGS
13,3,14,BFGS,BFGS,BFGS,BFGS,BFGS
13,3,15,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,3,16,BFGS,BFGS,BFGS,BFGS,BFGS
13,3,17,Non-elitist,BFGS,BFGS,BFGS,Non-elitist
13,3,18,BFGS,BFGS,BFGS,BFGS,BFGS
13,3,19,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,0,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,1,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
13,4,2,BFGS,BFGS,Non-elitist,BFGS,BFGS
13,4,3,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,4,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,5,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,6,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,7,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,8,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,9,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,10,BFGS,BFGS,BFGS,BFGS,BFGS
