fid,iid,rep,vbs_precisions,selector_precision,selected_algorithm,selector_switch_budget,static_B20,static_B40,static_B60,static_B80,static_B100,static_B120,static_B140,static_B160,static_B180,static_B200,static_B300,static_B400,static_B500,static_B600,static_B700,static_B800,static_B900,static_B1000,static_B1100,static_B1200,static_B1300,static_B1400,static_B1500,static_B1600,static_B1700,static_B1800,static_B1900,static_B2000
12,6,11,5.5e-09,0.0008289707,BFGS,180,3.0902092236,6.907e-07,2.7224e-06,5.5e-09,6.682e-07,6.683e-07,6.617e-07,0.7283354386,0.0008289707,1.717e-07,0.0001399595,3.83993e-05,0.000437992,0.0007973038,0.0053292121,0.0057743361,0.022100057,0.1938612779,0.2287125641,0.514987935,0.7766343977,1.2695798871,1.6134721666,2.8907560875,3.8165265952,5.0041682346,5.0493474487,5.3786917721
12,6,12,2.7e-09,5.312e-07,BFGS,180,7.0207e-06,2.7e-09,0.0003047077,6.62e-07,4.5e-09,0.000193547,8.863e-07,3.90358e-05,5.312e-07,1.06e-08,8.439e-07,3.2396e-06,1.57258e-05,1.6239e-05,0.0001284248,0.0005352842,0.0037367601,0.0105270643,0.058647111,0.136085075,0.2612842,0.4654251415,0.9566807596,1.312542417,1.5108387755,2.3807746956,2.3653322023,2.6018518955
12,6,13,2.9e-09,6.682e-07,BFGS,180,3.1769039789,0.6087091398,8.363e-07,5.60762e-05,2.4704e-06,2.0145e-06,0.0004405282,2.9e-09,6.682e-07,1.94e-08,6.683e-07,7.715e-07,6.761e-07,2.1742e-06,1.04874e-05,3.9114e-06,4.73485e-05,0.0001493303,0.0003253348,0.0018821004,0.0057837783,0.0057950281,0.0645829048,0.0559292485,0.1895448578,0.3242790334,0.3211703627,0.3613199601
12,6,14,8.62e-08,6.683e-07,BFGS,180,0.7960834496,3.25563e-05,0.0001135083,8.62e-08,1.6396e-06,0.0083911979,0.0075005494,8.854e-07,6.683e-07,6.683e-07,1.24309e-05,4.4094e-05,0.000231491,0.0003137123,0.0009240706,0.0018640209,0.0100107035,0.0475744865,0.1058234525,0.2282669393,0.5236255654,0.6930376636,0.924253532,1.451825336,1.9179008641,2.3613607065,2.6021773686,2.602219674
12,6,15,1.7e-09,7.489e-07,BFGS,180,1.4963713615,0.0087114789,2.5e-09,1.7e-09,0.1059410161,4.9e-09,1.9e-09,5.2e-09,7.489e-07,2.36e-08,1.13e-08,9.186e-07,5.2638e-06,2.25153e-05,1.75122e-05,0.000302934,0.0003079981,0.001848812,0.0051450754,0.0771474275,0.0947598036,0.2151170866,0.5355821911,0.669156845,1.1233039579,1.5239323986,1.7399231028,1.7399231028
12,6,16,3.8e-09,1.60898e-05,BFGS,180,5.91e-08,5.04e-07,0.0193352207,10.2824140519,1.55e-08,0.9922299945,2.2306e-05,1.54046e-05,1.60898e-05,3.8e-09,2.0517e-06,5.25501e-05,0.0006379244,4.58131e-05,2.28868e-05,0.0004807465,0.0003484849,0.0152856558,0.0296982602,0.0754552927,0.1958674383,0.3498714101,0.7911089673,1.0537448317,1.5677916287,2.328374744,2.328374744,2.328374744
12,6,17,9.5235e-06,0.0001124533,BFGS,180,5.7107030294,0.0011360141,9.5235e-06,0.5509850369,0.0090102814,0.0017118919,0.0750554928,0.0132586688,0.0001124533,0.0010451861,0.0008157082,0.0009516375,0.0020499688,0.0125392048,0.0589296591,0.0733515079,0.2245330976,0.2509748852,0.6304831504,0.636853804,1.2635765028,1.7536008283,2.483686539,2.7143060496,3.912748981,5.2142554254,5.2157988484,5.7107030294
12,6,18,5.2e-09,0.0001835185,BFGS,180,7.5718518725,0.000465899,0.5598329114,6.387e-07,1.333e-07,5.3997e-06,5.2e-09,6.632e-07,0.0001835185,6.683e-07,8.3e-09,6.1929e-06,5.8568e-06,6.2615e-06,6.724e-06,6.48016e-05,0.0009847558,0.0007205476,0.0027947895,0.0227225013,0.100913199,0.1737159661,0.2952006849,0.4341136405,0.7063332598,1.2135099882,1.2334264692,1.3862385874
12,6,19,8.4e-09,8.4e-09,BFGS,180,0.2397738943,0.0220338833,0.2146139275,7.394e-07,1.1146e-06,8.37e-07,6.668e-07,6.678e-07,8.4e-09,1.91e-08,4.279e-07,4.328e-07,8.13922e-05,7.12707e-05,0.0006891423,0.001161619,0.0097935955,0.0496033507,0.1667143923,0.1525015068,0.4703919033,0.8969614308,1.3458793189,1.779867901,2.4277587996,3.247459444,3.5004872316,3.5004872316
12,7,0,3.914e-07,0.0543988932,BFGS,180,0.0010430247,3.44784e-05,0.0002046229,0.0840048346,3.44638e-05,0.0001370817,5.59202e-05,3.914e-07,0.0543988932,3.74839e-05,0.000222489,0.0004703456,0.0018710917,0.0020194402,0.0233124318,0.0329809436,0.1025880785,0.1196982279,0.1809993765,0.2027523922,0.3580923245,0.6073385334,0.7969898469,1.0643234055,1.1951498438,1.5213577886,1.6412418313,1.6412418313
12,7,1,2.306e-07,6.081e-07,BFGS,180,0.4447207708,4.54545e-05,0.551153679,0.7006370669,3.41932e-05,4.46292e-05,3.051e-07,3.44937e-05,6.081e-07,5.6253e-05,3.45012e-05,3.44934e-05,3.52481e-05,6.287e-07,2.306e-07,5.877e-07,7.369e-07,6.372e-07,4.708e-07,6.419e-07,1.4441e-06,9.991e-07,5.4411e-06,1.29926e-05,2.96595e-05,4.69852e-05,4.69851e-05,4.69855e-05
12,7,2,4.311e-07,0.2560704052,BFGS,180,0.1506212888,0.0981010946,3.44862e-05,0.0006863685,3.47476e-05,0.1701933916,0.0009838182,4.311e-07,0.2560704052,0.0035522059,0.3156274645,0.093555921,0.1211686436,0.3976501509,0.3550855803,0.6457551961,0.6988868893,1.2916848235,1.9291271515,2.5778407626,3.588546456,4.6780286426,5.675748654,8.0377024659,12.1484007168,11.3779414242,11.1996157682,12.1482069168
12,7,3,3.973e-07,0.0002359811,BFGS,180,3.57753e-05,0.0001055709,8.7929e-05,3.44648e-05,6.6389e-06,5.732e-07,1.4227e-06,3.973e-07,0.0002359811,3.46687e-05,3.54847e-05,3.43786e-05,5.55209e-05,4.0416e-05,4.68479e-05,4.64216e-05,5.56836e-05,9.51208e-05,0.0002778952,0.0005273798,0.0016759322,0.0054381737,0.0205198142,0.0438422513,0.0777253502,0.1063409673,0.1200620369,0.1200239552
12,7,4,1.1786e-06,3.44483e-05,BFGS,180,3.79455e-05,0.0013296519,0.000264364,2.13741e-05,1.1786e-06,1.55017e-05,0.000250046,0.0003155775,3.44483e-05,3.45029e-05,3.85897e-05,3.55462e-05,4.88781e-05,3.38642e-05,3.42117e-05,3.44831e-05,3.45005e-05,5.20688e-05,7.21523e-05,0.0001116129,0.0005189625,0.0006137661,0.0024996762,0.0078801009,0.0270409217,0.0529771812,0.0529741083,0.0529582415
12,7,5,6.445e-07,3.45009e-05,BFGS,200,8.31439e-05,0.0625794985,4.60903e-05,3.85221e-05,3.44945e-05,4.70617e-05,5.30089e-05,6.20439e-05,3.45024e-05,3.45009e-05,2.16534e-05,6.58e-07,7.981e-07,4.01761e-05,6.445e-07,5.0685e-05,4.6048e-05,3.44538e-05,3.45266e-05,5.70851e-05,3.2969e-05,3.44856e-05,3.43997e-05,4.43812e-05,8.03975e-05,0.0001602673,0.0001602692,0.0001602644
12,7,6,4.593e-07,4.593e-07,BFGS,180,2.2909e-06,0.0218555589,3.41161e-05,0.0001124111,0.0001910709,4.38693e-05,0.0655838411,1.0361e-06,4.593e-07,2.3425e-06,3.45005e-05,3.6249e-05,3.35524e-05,3.44431e-05,3.44979e-05,3.4461e-05,3.44489e-05,3.51138e-05,3.49025e-05,3.44839e-05,3.44969e-05,5.5672e-05,6.26196e-05,0.0001993511,0.0003667966,0.0009192412,0.0009191698,0.0009190305
12,7,7,2.737e-07,0.0007831563,BFGS,180,0.0007778346,2.737e-07,0.00199684,9.37515e-05,1.87935e-05,3.3909e-06,1.149185654,0.0003399853,0.0007831563,3.30448e-05,0.0061621131,0.0009069749,0.0018207567,0.0073715083,0.0382282697,0.1367045108,0.2852137878,0.4280226121,0.4741443789,0.7274022461,1.2200130267,1.6454872964,2.227943117,3.2946586143,3.9093470313,4.9913245627,5.0596809078,5.3888906551
12,7,8,4.652e-07,6.773e-07,BFGS,180,1.4948e-06,3.4919858119,4.652e-07,0.0789150346,1.9358e-06,3.47751e-05,0.5530763148,3.44998e-05,6.773e-07,0.0014338458,7.88805e-05,2.3281e-06,1.7483e-06,2.7542e-06,4.4758e-06,1.61212e-05,5.90283e-05,5.51461e-05,0.0001877194,0.0005781535,0.001727577,0.0122906349,0.0328412992,0.0853742765,0.1584030739,0.2841003711,0.2836585807,0.2836585807
12,7,9,2.699e-07,4.373e-07,BFGS,180,2.6495693056,2.1196277821,4.854e-07,0.0004140073,5.1975e-05,9.631e-07,9.724e-07,0.0189866389,4.373e-07,2.699e-07,0.0001059143,0.0001490557,3.46999e-05,0.0002454598,0.0003847213,0.0008476629,0.0019333313,0.0228273808,0.0559020291,0.0858397377,0.2188297066,0.4120089183,0.6184217316,0.9672532462,1.2648384841,1.6759050839,1.7958363634,1.7958363634
12,7,10,1.317e-07,3.43e-07,BFGS,180,0.1694992521,0.100233888,6.914e-07,0.0198325862,8.1692e-06,3.82367e-05,3.86118e-05,1.317e-07,3.43e-07,3.25063e-05,2.1406e-06,3.3652e-06,2.45044e-05,3.63177e-05,0.0001949746,0.000299382,0.0006570175,0.0037674048,0.0075090899,0.0233714824,0.0725071182,0.2366682762,0.3451472079,0.5034451998,0.7416032432,0.9459036652,1.0424089467,1.0423962885
12,7,11,4.531e-07,3.507e-05,BFGS,180,5.25413e-05,6.6009e-06,4.531e-07,0.0042913649,3.45063e-05,3.44986e-05,4.73903e-05,3.44044e-05,3.507e-05,0.0003842259,4.16473e-05,4.33231e-05,4.66212e-05,6.02516e-05,7.43291e-05,0.0001651235,0.0005168057,0.0006290601,0.005456619,0.0159152226,0.0267261776,0.0430842813,0.0966147372,0.1725677489,0.2420653934,0.3121366966,0.3555406984,0.3553731404
12,7,12,5.894e-07,7.1026e-06,BFGS,180,3.5839667236,3.44819e-05,3.39603e-05,1.0856e-06,3.9911e-05,3.94446e-05,3.51481e-05,3.71276e-05,7.1026e-06,5.894e-07,2.55997e-05,1.11768e-05,6.10488e-05,5.30891e-05,0.0003802747,0.0006466715,0.0012482333,0.0264208944,0.0568063226,0.0731806751,0.2026886261,0.2679608513,0.4958810181,0.7367621772,1.1157053649,1.5043730121,1.4095253074,1.5034817744
12,7,13,3.43547e-05,0.1080112458,BFGS,200,7.25434e-05,0.3787104825,3.43547e-05,0.001039438,4.9259e-05,4.81063e-05,0.0007121314,0.0008499697,0.1443515974,0.1080112458,0.0040656126,0.0194835356,0.1018255167,0.2773845192,0.1668316746,0.3712768702,0.4759204954,0.7781977495,1.3256595161,1.6802495219,2.5644014861,3.1694839118,4.3578477858,5.595831616,7.7078341601,9.0445922356,9.2664636847,10.1720674492
12,7,14,1.717e-07,2.044e-06,BFGS,180,3.45007e-05,0.0022507492,0.0002107533,4.544e-05,1.8379e-06,0.0535576861,1.717e-07,3.121e-07,2.044e-06,3.7689e-05,4.29988e-05,3.44935e-05,3.48056e-05,3.7961e-05,5.98119e-05,0.0001012451,0.0002804324,0.0004164951,0.000697964,0.0035205017,0.0085784197,0.0406246424,0.0693472465,0.1004675802,0.1771216152,0.2516979408,0.2516489439,0.2514424188
12,7,15,2.908e-07,1.373e-06,BFGS,180,5.269e-07,6.36831e-05,3.45044e-05,3.43679e-05,3.44917e-05,9.33672e-05,0.0002501969,2.908e-07,1.373e-06,1.197e-06,1.2059e-06,6.491e-07,1.7329e-06,6.4843e-06,3.9935e-06,1.89226e-05,0.0001673931,0.0002834292,0.0002841776,0.0009695955,0.0096505644,0.0313889025,0.0997259873,0.1787237347,0.3029883005,0.4784025231,0.4784025231,0.4784025231
12,7,16,1.94e-07,6.26217e-05,BFGS,180,3.88781e-05,3.938e-07,6.65373e-05,0.0001016095,0.000110559,1.94e-07,3.44926e-05,0.0007554528,6.26217e-05,0.0001582348,0.0001934271,0.0006140261,0.0012136894,0.0024314079,0.0074040372,0.0577597945,0.0961662819,0.1387983124,0.330574344,0.4190621259,0.5188337188,1.0504341845,1.2176278934,1.8292787024,2.5242617335,3.1785818844,3.2015014857,3.4349378757
12,7,17,1.7985e-06,0.0501944616,BFGS,180,0.0008089273,0.3582649687,0.1301507212,5.4005e-05,5.4417e-06,0.1056001229,1.7985e-06,0.1104280425,0.0501944616,3.84549e-05,0.0003332136,8.97773e-05,0.000178858,0.0011951136,0.000778498,0.003154774,0.0664893952,0.083801566,0.1320403514,0.2278380592,0.3806683666,0.631006223,1.1380358741,1.4145836297,2.105245454,2.4442441263,2.497547015,2.6818457471
12,7,18,4.822e-07,6.927e-07,BFGS,180,0.1903048614,4.822e-07,5.40426e-05,0.9658824356,7.31e-07,1.3737e-06,3.44911e-05,3.32683e-05,6.927e-07,7.906e-07,3.45038e-05,3.70589e-05,3.45053e-05,5.99997e-05,5.3084e-05,6.25113e-05,0.0001228345,0.0004019116,0.0007874882,0.0014966352,0.0047276098,0.017767817,0.0305139784,0.0785006178,0.1175744615,0.173113739,0.1713819929,0.191525567
12,7,19,1.859e-07,1.859e-07,BFGS,180,2.7619e-06,2.13876e-05,0.0291984183,0.0346980053,0.0607492618,4.39369e-05,1.5066e-06,4.15585e-05,1.859e-07,4.94295e-05,6.643e-07,5.09e-07,1.7451e-06,5.799e-07,1.0683e-06,1.8465e-06,1.9159e-06,8.1438e-06,7.0922e-06,3.14443e-05,0.000146642,0.000370681,0.0017786438,0.0026503659,0.0213789195,0.0450475093,0.0620527663,0.0620288952
13,6,0,0.0016345634,0.0028716888,BFGS,1000,0.7244347852,5.6006260964,0.0017422021,0.0016345634,0.0021899741,0.002873219,0.0017070863,0.0018213584,0.0043466113,0.0023715245,0.0020871844,0.0023207583,0.0020677601,0.002243277,0.0018935873,0.0021330667,0.0025419827,0.0028716888,0.0020037991,0.0037408214,0.0017778905,0.0563938154,0.0563421852,0.0563018575,0.0562959272,0.0562779337,0.0562773056,0.056276817
13,6,1,0.0011557207,0.0025673339,BFGS,80,3.9040243071,0.0015447497,0.0026060268,0.0025673339,0.0011557207,0.0023463457,0.0018200631,0.0021206686,0.0022440005,0.0019837518,0.0019505834,0.0026191862,0.0024049592,0.0021979814,0.0024670074,0.0026287875,0.0024339564,0.0021177956,0.002219744,0.0074926253,0.0264655116,0.7178460151,0.6297095095,4.0208208252,14.6972552468,14.6972552468,14.6972652693,14.6972552468
13,6,2,0.0001233617,0.0018630258,BFGS,1000,0.4583186737,0.0024161996,15.2402358926,0.0021329829,0.0020688585,0.002665174,0.0020206339,0.0022738705,0.0026128202,0.0032574946,0.004830246,0.0026129611,0.0020957342,0.0022430737,0.0019738857,0.0025388296,0.0027284985,0.0018630258,0.0016107885,0.0040175498,0.0044766235,0.0500303778,0.0499620391,0.0500520197,0.0499011219,0.0498996615,0.0499011387,0.0498981713
13,6,3,6.933e-05,0.0023359478,BFGS,1000,0.4661328067,8.2350601347,0.002056189,0.0020205211,0.0031273872,0.001751297,0.0026908176,0.0020707595,0.0025207464,0.0028077197,0.0020577748,0.0022686908,0.0023994205,0.0024423953,0.0025486991,0.0022611602,0.0026932342,0.0023359478,0.0020600468,0.0029104343,0.0040200285,0.3918299218,0.3918851757,0.3918071089,0.3918509998,0.3918119234,0.3917729463,0.3917725889
13,6,4,0.0006963035,0.00272368,BFGS,1000,0.0037851209,7.736064458,0.0016806453,0.0026460134,0.0040506381,0.0041140139,0.0011564103,0.0026005503,0.0021162631,0.0022051411,0.0021384937,0.0021124709,0.002039125,0.0023815156,0.002294706,0.0023551809,0.0022901582,0.00272368,0.001060686,0.0010829898,0.0045115403,0.0179156865,0.4607861214,0.4607331241,0.4607389574,0.4607396432,0.4607331241,0.4607331241
13,6,5,0.001571747,0.0018233076,BFGS,1000,1.1991760854,0.7070121075,0.0039955259,0.001571747,0.0021716351,0.0022786081,0.0024202981,0.0030137423,0.0034737143,0.0032284068,0.003560347,0.002182126,0.002512067,0.0019942074,0.0017127481,0.0019951483,0.0019192387,0.0018233076,0.0025963898,0.0022337874,0.0022537791,0.0051796636,0.0032622155,0.0048274761,0.004782214,0.0047789801,0.0047855862,0.0047753659
13,6,6,0.0014924703,0.0022389108,BFGS,1000,0.0019281047,0.0024898516,0.0033200206,0.0032835316,0.0029594357,0.0021087119,0.0025817289,0.0019609311,0.0023593773,0.0020502346,0.0018481276,0.0025984533,0.0021481466,0.0024246195,0.0021080297,0.002047422,0.0017795283,0.0022389108,0.0014924703,0.0022875091,0.0040202436,0.0018258664,0.0324407677,0.0324019162,0.0323997241,0.0323949712,0.0323845532,0.0323789465
13,6,7,0.001428041,0.0031670255,BFGS,1000,8.1753110168,0.0025144221,0.0022134162,0.0019877014,0.0019172536,0.0022502362,0.002853182,0.0028271265,0.0023182769,0.003311633,0.0025504382,0.0023742833,0.0020955095,0.0018531117,0.0025979331,0.0020140089,0.002285114,0.0031670255,0.0032628708,0.001428041,0.0206407697,0.1851239917,0.7191758257,3.6431759032,3.6431621443,3.6431541344,3.6431620501,3.6431541344
13,6,8,0.0015013423,0.0017055152,BFGS,600,0.0020921876,0.0018609123,0.0021994838,0.0023486664,0.0021654712,0.0021596692,0.0019546368,0.0031392532,0.0019277241,0.005310784,0.0032151735,0.0023465137,0.0018883425,0.0017055152,0.0017813149,0.0017714849,0.0019874343,0.0021728327,0.002120572,0.0015013423,0.0022183311,0.0059922304,0.0058763991,0.005795283,0.0057997871,0.0057961296,0.005795283,0.005795283
13,6,9,0.0017246008,0.002156057,BFGS,1000,1.1448695719,9.8375431614,0.5006837728,0.0022046402,0.002068948,0.0021925825,0.0025860129,0.002489804,0.0021155373,0.00295828,0.0018356475,0.0019048084,0.0024950583,0.0024921371,0.0024065979,0.0021405401,0.0020622267,0.002156057,0.0021395591,0.004123558,0.0043805291,0.1499763389,0.7568118336,4.6799939975,4.6802907295,4.680289285,4.6802857326,4.6802857326
13,6,10,0.0013897134,0.0019799386,BFGS,600,0.9648429001,4.6913585615,0.0019718647,0.0022712069,0.0026038428,0.0015725756,0.0018956699,0.0022999616,0.0022944753,0.0019357393,0.0023401199,0.0034594272,0.0027480918,0.0019799386,0.0019536829,0.0019443774,0.0019961968,0.0013897134,0.0014171326,0.0020088179,0.0022252349,0.0561126386,0.05610722,0.0560273841,0.0559891713,0.0560297041,0.0559814362,0.0559814362
13,6,11,0.001726877,0.0025269608,BFGS,1000,0.0019113901,0.001726877,0.0020738625,0.0022316302,0.0019612852,0.0023606343,0.0023262142,0.0021331571,0.0021975584,0.0022838305,0.0023337647,0.0026716658,0.003003307,0.0024948884,0.0049175732,0.0020818749,0.0024424379,0.0025269608,0.0031892498,0.0040738229,0.0339101713,0.5206428923,0.3187194416,4.1065423393,30.6069675331,30.6071249284,30.6070008173,30.6069675331
13,6,12,0.001794588,0.001794588,BFGS,1000,8.4332771434,6.9347117387,0.002701807,0.001879127,0.0021578524,0.0021577143,0.0025500609,0.0022941364,0.0026588929,0.002095294,0.0020144779,0.0019488591,0.0019483401,0.0023817124,0.0023451685,0.0019660843,0.0025257572,0.001794588,0.0027325347,0.00261828,0.0043137458,0.3595449196,0.8034154381,4.748618322,4.7487634417,4.7487660526,4.7487634417,4.7487634417
13,6,13,0.0017327023,0.0022382273,BFGS,1000,9.8629568028,6.2170531863,0.0021875424,0.002581192,0.0021687531,0.0021974957,0.0024121661,0.0017327023,0.0025815125,0.0024334343,0.0021301435,0.0032417479,0.0019706474,0.0023458614,0.0033703436,0.0025085297,0.0025086618,0.0022382273,0.0023596093,0.005689277,0.0032661803,0.1193743167,1.3576549491,6.2541226351,6.2898801506,6.2899338642,6.2898747322,6.2898747322
13,6,14,0.0017760151,0.0032356903,BFGS,1000,4.6636902343,0.0025351019,0.0020933996,0.0018420616,0.0017760151,0.0024934121,0.0021239568,0.0023953323,0.0021827143,0.0021572787,0.0021738735,0.0019950862,0.0023141102,0.0018780584,0.0021700978,0.0025864448,0.0028043608,0.0032356903,0.0020493025,0.0022493234,0.0056401295,0.0137934215,0.301900665,0.3031248745,0.3030376702,0.3030216528,0.3030216528,0.3030216528
13,6,15,0.0012968956,0.0023119048,BFGS,180,0.2322227253,8.7380991485,0.0020634606,0.0019178174,0.0025525834,0.0019034322,0.0017147289,0.0026146612,0.0023119048,0.0023399127,0.0021829016,0.0018454629,0.0020222925,0.0021630329,0.0030289696,0.0021811236,0.0024249568,0.0022260179,0.0023697297,0.0012968956,0.0027001202,0.002679727,0.3309570408,0.7873879185,1.7697463214,1.7698414038,1.7697383929,1.7697400158
13,6,16,0.0014331253,0.0022193502,BFGS,1000,0.8616605521,0.002799479,0.0026222555,0.002628553,0.0022008493,0.001850387,0.0020340382,0.0019824787,0.002533288,0.0017288203,0.0023126194,0.0022212834,0.0024330467,0.0018530547,0.0024336929,0.0024094683,0.0014331253,0.0022193502,0.0026163839,0.002616361,0.0160498163,0.1426498512,2.0789497379,2.6767316335,6.108988295,6.1089905295,6.1089915911,6.108988295
13,6,17,0.0016557136,0.0030523436,BFGS,1000,0.0027008038,1.240101768,0.0022445067,0.002114799,0.0023534963,0.0025785286,0.0017946762,0.0019823599,0.0016557136,0.0025427636,0.0021797071,0.0022720446,0.0025055291,0.0021117591,0.002939899,0.0018381308,0.002026146,0.0030523436,0.0028902272,0.004483017,0.0038585116,0.4455051375,1.7352142308,2.9315274986,2.9315123957,2.931503394,2.9315036702,2.9315036702
13,6,18,6.96504e-05,0.0018019996,BFGS,1000,2.4815365918,0.0018901495,0.0022475708,0.0017061338,0.0021056237,0.0019664876,0.0022246166,0.0019660592,0.0023390576,0.0021668144,0.0016092557,0.0029603029,0.0020101378,0.0026206272,0.0020670199,0.0023839063,0.0025763973,0.0018019996,0.0013843794,0.0070873251,0.0026408203,0.0143194876,0.3033486394,0.303314421,0.3032697107,0.3033111285,0.3032714694,0.3032697107
13,6,19,0.0011451184,0.0012610419,BFGS,1000,6.6567416666,0.0026624043,0.0037496526,0.0035381649,0.0020213479,0.0019399314,0.0017694509,0.0022804837,0.002739674,0.0030958328,0.0023932137,0.0025796592,0.0019967146,0.0024092149,0.002010295,0.0012121267,0.0013899738,0.0012610419,0.0011451184,0.0020582965,0.0021199664,0.0046794943,1.0130469766,1.0129849286,1.0130133086,1.0129864586,1.0129842478,1.0129849286
13,7,0,0.0008232133,0.0012402943,BFGS,1000,0.0011228197,0.0013243248,0.0013389516,0.0009542627,0.0014220544,0.0011155076,0.0012747408,0.0009804411,0.0009615955,0.0013048744,0.0009487739,0.0008419366,0.0010150738,0.0010823834,0.0010829187,0.0010649699,0.0012278928,0.0012402943,0.0008232133,0.0011916756,0.0048771018,0.0426743939,2.4783309936,2.8528481638,6.4648169277,6.4648348716,6.4648159345,6.4648098382
13,7,1,0.0003958146,0.0013315533,BFGS,1000,0.001030087,0.0012328217,0.0010842248,0.0016438051,0.0012678254,0.0011704792,0.0009495259,0.0009295453,0.0009017316,0.0011996979,0.001274545,0.000893241,0.0008416068,0.0010004573,0.0007423386,0.0010521596,0.0010043115,0.0013315533,0.0011782985,0.0008162701,0.0009705341,0.029438504,0.7409793939,3.7998272695,3.8054037809,3.8054048425,3.8054059709,3.8054037809
13,7,2,0.0007876337,0.0009987554,BFGS,160,0.0007876337,0.0008094602,0.0010353228,0.0010582208,0.0012492877,0.00115818,0.0012960369,0.0009987554,0.0014471945,0.0009646453,0.0009026137,0.0015396,0.0009589169,0.0010157283,0.0012911296,0.0008461963,0.0013069483,0.0012918127,0.0011022186,0.0010396893,0.002072837,0.0059102746,0.2126311406,4.9501845586,13.8674714316,13.8674247361,13.8673845189,13.8673823271
13,7,3,0.0002297514,0.0010356993,BFGS,1000,0.0016888453,0.0008599209,0.000908232,0.0011897469,0.0013828261,0.0010387571,0.0012276383,0.0012373405,0.001358449,0.0011379808,0.0011668524,0.0010265369,0.0012562676,0.0009865625,0.0011155982,0.0013126053,0.0013688825,0.0010356993,0.0009628884,0.0015509601,0.0010028727,0.0326097379,0.5150772017,1.6100700222,8.709813785,21.4966550527,21.4975454227,21.4975364265
13,7,4,0.0007521469,0.0012465267,BFGS,1000,0.001218457,0.0013055721,0.001529322,0.0012397772,0.0007980496,0.0012347593,0.001093488,0.0008094172,0.0008724889,0.001238106,0.0009353786,0.0011389852,0.0011341791,0.0011558951,0.0015772829,0.0007521469,0.000967328,0.0012465267,0.0008356194,0.0010746821,0.0012240954,0.0360453127,0.2621397779,1.8946186814,3.7346165778,3.7346359294,3.7346098035,3.7346108599
13,7,5,0.0007524555,0.001199327,BFGS,1000,0.001050177,0.0009953334,0.0013345657,0.0008530368,0.0007836904,0.0011007625,0.0008754073,0.0007524555,0.0011321255,0.000862323,0.0010912813,0.0015398952,0.0012500157,0.0008165416,0.0013965669,0.0014877278,0.0012980495,0.001199327,0.0009693294,0.0012161976,0.0012605443,0.0289590881,0.6370466693,0.4608098679,7.845929331,7.8457197821,7.8457218013,7.8457096768
13,7,6,0.0001370842,0.0011236741,BFGS,180,0.0014840228,0.0014216033,0.0009720766,0.000908134,0.0010777128,0.0012477942,0.0010876782,0.0011644356,0.0011236741,0.0008951594,0.0013260046,0.0012337437,0.0009788296,0.0011581317,0.0010490134,0.0010356737,0.0017525983,0.001292857,0.001281411,0.0012403099,0.0013058692,0.0415140621,0.3550369809,1.2225692554,16.0616910086,16.0617474899,16.0617163751,16.0617056858
13,7,7,0.000826923,0.0013721498,BFGS,1000,0.0009594296,0.0010298343,0.0016331919,0.0010899236,0.001473934,0.0008808201,0.0013053519,0.001020833,0.000826923,0.0012155903,0.0008489919,0.0012574643,0.0011579037,0.001428928,0.0012030704,0.0011371904,0.0013799276,0.0013721498,0.0012688079,0.0011719742,0.0008940652,0.0344613734,0.0816122383,0.6757404531,3.5615260089,19.8701516211,19.8724250873,19.8724141074
13,7,8,0.0002523066,0.000825708,BFGS,1000,0.0009341533,0.001220678,0.0016035217,0.0014782454,0.0009438118,0.0013299239,0.0010560359,0.0020263513,0.0011616703,0.0012081927,0.0012075909,0.0016356729,0.0007783357,0.0013545431,0.0011723216,0.0010623837,0.0011471055,0.000825708,0.0012232925,0.0006656488,0.0012562924,0.0503004115,0.1503704489,1.2116150979,2.2482152735,2.2481234131,2.2481073393,2.2481009783
13,7,9,0.0006047495,0.0009837983,BFGS,1000,0.0010429734,0.0010505406,0.0013797084,0.0014448779,0.0013617411,0.0008957672,0.000951586,0.0013679201,0.0008335923,0.0010133507,0.0016087891,0.0012511465,0.0006047495,0.0008564156,0.0009946008,0.001016907,0.0009794932,0.0009837983,0.0008787074,0.0016623527,0.006962482,0.7506601542,0.6711813535,4.8153443846,4.8152379765,4.8152331071,4.8152366476,4.8152330147
13,7,10,0.0005362805,0.0009635233,BFGS,1000,0.0009935205,0.001026042,0.0012863672,0.0010847572,0.0009226978,0.0006173462,0.0010733831,0.0005362805,0.0011114498,0.0011933726,0.0013891441,0.0010484882,0.0011009922,0.0010541227,0.0007294079,0.0009901437,0.0010022617,0.0009635233,0.0011362555,0.0012424418,0.0008929519,0.0027295769,0.010860898,0.2091762626,0.8494385646,0.8496235063,0.8496235063,0.8496235063
13,7,11,0.0006160285,0.0008609367,BFGS,1000,0.0015195771,0.0010935607,0.0009982826,0.001330407,0.0009476946,0.0011222389,0.0008702819,0.0010645617,0.0009592106,0.0013800129,0.0011683162,0.0010458735,0.0010626405,0.001355111,0.0008926732,0.001350738,0.0010951951,0.0008609367,0.0015184395,0.0006160285,0.0322546162,0.9027942281,1.778479001,7.802158879,7.8021516382,7.8021659334,7.8021661843,7.8021617251
